*** ALL_to_ALL TESTS ***
2,4,0.00712734,0.0103951,0.00876123,0.000870813MB/s
2,8,0.00193429,0.00262838,0.00228133,0.00668854MB/s
2,16,0.00231743,0.00243613,0.00237678,0.0128399MB/s
2,32,0.00203641,0.00337763,0.00270702,0.022547MB/s
2,64,0.00212356,0.00279557,0.00245956,0.0496309MB/s
2,128,0.00271339,0.00328568,0.00299953,0.0813929MB/s
2,256,0.00294778,0.00326897,0.00310837,0.157086MB/s
2,512,0.00284584,0.00317025,0.00300804,0.32465MB/s
2,1024,0.00264172,0.0041625,0.00340211,0.574092MB/s
2,2048,0.00389412,0.004234,0.00406406,0.96117MB/s
2,4096,0.0053827,0.00592314,0.00565292,1.38203MB/s
2,8192,0.00659961,0.00867238,0.007636,2.04623MB/s
2,16384,0.0241364,0.024961,0.0245487,1.27298MB/s
2,32768,0.0128658,0.0150171,0.0139414,4.48304MB/s
2,65536,0.0568578,0.0585893,0.0577236,2.16549MB/s
2,131072,0.0485212,0.0497626,0.0491419,5.08731MB/s
2,262144,0.061214,0.0614827,0.0613483,8.15018MB/s
2,524288,0.0927254,0.0931593,0.0929423,10.7594MB/s
2,1048576,0.151616,0.151999,0.151807,13.1746MB/s
2,2097152,0.273601,0.274151,0.273876,14.6051MB/s
2,4194304,0.560628,0.561294,0.560961,14.2612MB/s
2,8388608,1.2549,1.2561,1.2555,12.7439MB/s
2,16777216,2.5906,2.59104,2.59082,12.3513MB/s
2,33554432,5.28688,5.28727,5.28708,12.105MB/s
2,67108864,11.2547,11.2548,11.2548,11.3729MB/s
2,134217728,22.6014,22.6018,22.6016,11.3266MB/s
2,268435456,44.9371,44.9375,44.9373,11.3937MB/s
2,536870912,89.9895,89.9896,89.9896,11.3791MB/s
2,1073741824,179.412,179.412,179.412,11.4151MB/s
*** ALL_GATHER TESTS ***
2,4,0.00475096,0.0056593,0.00520513,0.00146575MB/s
2,8,0.00228309,0.00268298,0.00248303,0.00614522MB/s
2,16,0.00244789,0.00279704,0.00262246,0.011637MB/s
2,32,0.00323025,0.00363914,0.00343469,0.0177702MB/s
2,64,0.00298729,0.00370345,0.00334537,0.0364893MB/s
2,128,0.00335961,0.00346247,0.00341104,0.0715737MB/s
2,256,0.0032777,0.00329788,0.00328779,0.148514MB/s
2,512,0.00356813,0.00382778,0.00369796,0.264082MB/s
2,1024,0.00383311,0.00394888,0.003891,0.50196MB/s
2,2048,0.0040004,0.0046755,0.00433795,0.900483MB/s
2,4096,0.00531925,0.0060204,0.00566982,1.37791MB/s
2,8192,0.00688024,0.00713605,0.00700814,2.22955MB/s
2,16384,0.0148643,0.0148898,0.014877,2.10055MB/s
2,32768,0.0134256,0.0134558,0.0134407,4.65006MB/s
2,65536,0.86641,0.867403,0.866906,0.144191MB/s
2,131072,0.0394181,0.0415211,0.0404696,6.17748MB/s
2,262144,0.0565914,0.0579143,0.0572528,8.7332MB/s
2,524288,0.0829443,0.0835789,0.0832616,12.0103MB/s
2,1048576,0.138666,0.140209,0.139437,14.3434MB/s
2,2097152,0.252913,0.254224,0.253568,15.7748MB/s
2,4194304,0.501063,0.50201,0.501537,15.951MB/s
2,8388608,1.23243,1.23256,1.23249,12.9818MB/s
2,16777216,2.47282,2.47322,2.47302,12.9397MB/s
2,33554432,5.04786,5.04877,5.04831,12.6775MB/s
2,67108864,11.0688,11.0725,11.0706,11.5621MB/s
2,134217728,22.5181,22.5219,22.52,11.3677MB/s
2,268435456,44.9285,44.9315,44.93,11.3955MB/s
2,536870912,89.6596,89.6628,89.6612,11.4208MB/s
2,1073741824,178.486,178.489,178.488,11.4742MB/s
*** ALL_GATHERv TESTS ***
2,4,0.000299071,0.000344682,0.000321877,0.0237028MB/s
2,8,0.00638268,0.00705125,0.00671697,0.00227168MB/s
2,16,0.00284971,0.00303392,0.00294182,0.0103737MB/s
2,32,0.00348636,0.00443941,0.00396288,0.0154017MB/s
2,64,0.00306841,0.00340203,0.00323522,0.0377317MB/s
2,128,0.00321439,0.00335583,0.00328511,0.0743173MB/s
2,256,0.00349984,0.0039157,0.00370777,0.131691MB/s
2,512,0.00333874,0.00384732,0.00359303,0.271794MB/s
2,1024,0.00397761,0.00417372,0.00407567,0.479216MB/s
2,2048,0.0038143,0.00416853,0.00399142,0.978663MB/s
2,4096,0.00455491,0.00492425,0.00473958,1.64835MB/s
2,8192,0.00703931,0.00727191,0.00715561,2.1836MB/s
2,16384,0.00764232,0.00823333,0.00793783,3.93685MB/s
2,32768,0.0135989,0.0140028,0.0138008,4.52871MB/s
2,65536,0.0135595,0.0136181,0.0135888,9.19874MB/s
2,131072,1.04199,1.04885,1.04542,0.239139MB/s
2,262144,0.0383212,0.0404134,0.0393673,12.7009MB/s
2,524288,0.0549222,0.0560922,0.0555072,18.0157MB/s
2,1048576,0.0812209,0.0831831,0.082202,24.3303MB/s
2,2097152,0.137689,0.139466,0.138578,28.8647MB/s
2,4194304,0.252422,0.254492,0.253457,31.5635MB/s
2,8388608,0.557822,0.560178,0.559,28.6225MB/s
2,16777216,1.22638,1.22726,1.22682,26.0836MB/s
2,33554432,2.49532,2.4972,2.49626,25.6384MB/s
2,67108864,5.07978,5.08208,5.08093,25.1922MB/s
2,134217728,11.1506,11.1532,11.1519,22.9558MB/s
2,268435456,22.445,22.4475,22.4463,22.81MB/s
2,536870912,44.8141,44.8165,44.8153,22.8493MB/s
2,1073741824,89.4937,89.4964,89.495,22.884MB/s
